"r","x"
-0.127227625263571,-1.18574579531106
0.0501968546954878,-0.679558721535217
1.23743749947395,-0.652816528833412
-0.970921673973577,-0.52926001415331
-0.304407059100491,-0.762389868306037
0.294748832816285,-0.398926342243595
0.0943740892237588,-0.318802272841019
1.36841403915916,-0.53367438598314
-1.60133712821588,-0.410951803916054
-0.419443723792492,-0.239449853055343
-0.160204960090823,-0.615851979545862
-0.455087841005499,-0.942068116083448
-0.965685998401438,-1.11537308482988
0.101151945760162,-0.832499662998535
0.698266427027579,-1.17069077780227
-0.178462130638229,-1.005682433579
0.613702554620314,-0.716576491907589
0.542125079048988,-0.478444518225584
-0.0521173007634847,-0.344424770341749
-0.29902417271913,-0.481771092429549
-0.144913535887555,-0.722006076862748
1.24549587337721,-1.10942437464695
-0.785098330338623,-0.71609333769076
-0.305795401920197,-0.845349454511407
-0.0615509229823147,-0.606824973559371
-0.0216817267515105,-0.550146922005007
1.01999049120855,-0.587993366991901
1.08103941666102,-0.676925325990491
0.328330937263777,-1.15385863466051
0.12575676528221,-1.08131649804107
-0.31406429917876,-0.939293003409002
-0.610023382069589,-1.02532591816893
0.156539852990678,-1.32433069429471
0.030013711113412,-1.13743469127641
1.35577820630292,-0.827010981784847
-1.42059819783389,-0.971619233423323
-0.511716506320776,-0.652735752742314
0.662534603974244,-0.87386476240829
-0.758421393555599,-0.951910188282764
-0.0893470298759834,-0.882328125529742
0.249083543238415,-0.872366057206802
0.395487636935103,-0.976327461023845
0.198751972148357,-1.02484068346709
0.310787907101379,-0.673304911175573
0.776349559534983,-0.783753895717383
0.429806767035017,-0.487327349357009
-0.502152092992062,-0.446975093887876
-0.578432166344681,-0.074081849940086
1.97730674596928,0.509526232958895
-1.19722891370209,0.307863501932863
0.254831127390527,-0.0160448173702138
-0.319469975530225,-0.168447899171905
-0.0347692740510913,-0.517088679434219
-1.12881105711441,-0.78085115232792
0.586906449115467,-0.896833993181456
0.35789471764921,-1.05975468264583
-0.0259955892769961,-1.51914402686799
0.157892735360571,-1.29140746299816
-0.349774540562128,-1.21056385845366
-0.502395762978607,-1.42441877641837
-0.488069924919284,-1.32668291964649
-0.125831860463699,-1.42118186079204
-0.435726688047556,-0.805905073143177
0.0539931655647754,-0.734698594143402
-0.0426111888723197,-1.0297857249681
0.338953660133125,-0.573441894944286
-0.315550279858857,-0.583727828851975
0.614304651736116,-1.22132921242893
0.329601746280987,-1.61738831246349
-0.892154321018947,-0.962918410451893
-0.181463106262687,-0.73609126879429
-0.825416930191926,-1.21412538965851
-0.232292908796585,-1.65317370276503
0.252264050180675,-2.0063830079873
-0.68693307742421,-1.25571202503087
0.472593832081766,-0.973819168285229
-0.657016254909949,-0.856776477771671
-0.179959749624915,-0.886934611983701
-0.261229796351442,-0.709344290819187
-0.302823087506839,-0.425317845731582
-0.97484162499366,-0.146972621484624
2.41266821807153,-0.590321932763596
0.206372629756798,-0.736347015935366
-0.367146461181292,-0.551741412131674
0.298851316015579,-0.421508657624424
0.0502444138888517,-0.52397194415449
1.60720628423801,-0.56179492586058
-0.731729514871005,-0.808016262156371
0.208550838819204,-0.79587811618941
-0.328652152881927,-0.665333260897414
0.767004631774472,-0.99779777499903
-0.503641990368445,-1.08291311388519
-0.112319036098366,-1.125505673179
0.0579491719689492,-0.759979018947011
-0.381575463533913,-0.537764981496953
-0.252909279057189,-0.499654890472777
-0.696851582826512,-0.501314342973428
1.25802271812875,-0.924423368674477
-0.867860693446184,-0.731768384705304
-0.747648124564425,-0.9219413212389
1.15814011285775,-0.250104084449894
0.448158983374159,-0.38463719301381
-0.361657878120441,-0.550475458088087
-0.396197794964569,-0.812008763634351
-0.0461426148099802,-0.315535647069909
0.206806199852058,-0.328208511434643
-0.514609321030024,-0.00564489674557739
1.38377169273697,-0.382832552188631
-0.547329682829976,-0.556898262041353
-0.798110899289985,-0.952090371502206
0.354932921661355,-1.10907337814138
0.487483626955981,-0.745211598648328
0.038872005123134,-0.859787627912071
-0.421064556248277,-1.06518780422488
-0.689930318870918,-0.77327387410932
-0.0821605513101695,-0.189358297050649
-0.672921180719481,-0.186060819356819
-1.06767458647099,-0.419771344350118
0.32424292805817,-0.512671826426925
-0.625909108828323,-0.444113340535818
-0.351022946427336,-0.716288597738437
-0.99078219412401,-0.275841537010688
1.57162442086643,-0.381972861623679
-1.08364845055761,-0.454068041059953
0.344140779994476,-0.688092067536177
-0.374390724827641,-0.811963722283491
0.0573023446474575,-0.91394252029368
